10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-13-9.tsp ,12,1,1,49.5314,2.88387,10.9603,2,0.42,41.455,Optimal
grubhub-14-0.tsp ,13,1,1,54.2116,4.00437,13.0809,3,2.05,45.1351,Optimal
grubhub-14-1.tsp ,13,1,1,54.9773,3.62257,12.6439,2,0.84,45.956,Optimal
grubhub-14-2.tsp ,13,1,1,55.7525,3.86327,19.4243,2,0.38,40.1915,Optimal
grubhub-14-3.tsp ,13,1,1,56.066,4.08183,13.2541,3,0.4,46.8937,Optimal
grubhub-14-4.tsp ,13,1,1,56.3225,3.819,13.5608,2,0.36,46.5807,Optimal
grubhub-14-5.tsp ,13,1,1,55.5891,3.02773,14.2968,2,0.49,44.32,Optimal
grubhub-14-6.tsp ,13,1,1,57.0673,4.0099,13.547,3,1.9,47.5302,Optimal
grubhub-14-7.tsp ,13,1,1,52.0152,4.4249,13.8353,2,1.17,42.6048,Optimal
grubhub-14-8.tsp ,13,1,1,55.8893,3.5368,15.5664,3,2.03,43.8597,Optimal
grubhub-14-9.tsp ,13,1,1,55.7316,3.73877,13.961,2,0.57,45.5094,Optimal
grubhub-15-0.tsp ,14,1,1,60.047,5.4209,14.4685,3,1.64,50.9994,Optimal
grubhub-15-1.tsp ,14,1,1,58.3047,4.4913,14.0898,2,0.9,48.7062,Optimal
grubhub-15-2.tsp ,14,1,1,59.0153,5.0225,16.9801,2,1.16,47.0577,Optimal
grubhub-15-3.tsp ,14,1,1,59.5853,5.1138,19.0793,2,1.56,45.6198,Optimal
grubhub-15-4.tsp ,14,1,1,57.7385,3.77473,15.9528,2,0.76,45.5604,Optimal
grubhub-15-5.tsp ,14,1,1,60.8051,4.5826,20.2891,2,1.93,45.0986,Optimal
grubhub-15-6.tsp ,14,1,1,58.8044,3.9933,17.4125,2,0.83,45.3852,Optimal
grubhub-15-8.tsp ,14,1,1,60.4517,4.898,17.2147,2,1.33,48.135,Optimal
grubhub-15-9.tsp ,14,1,1,59.8133,4.3004,20.0621,2,0.92,44.0516,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,8,2,2,34.8234,7.1649,12.6454,2,0.01,29.3429,Optimal
grubhub-10-1.tsp ,8,2,2,33.2426,8.3767,11.2961,2,0.16,30.3232,Optimal
grubhub-10-2.tsp ,8,2,2,33.0032,8.39883,9.752,2,0.04,31.65,Optimal
grubhub-10-3.tsp ,8,2,2,32.1121,7.25067,11.2286,2,0.49,28.1342,Optimal
grubhub-10-4.tsp ,8,2,2,35.5435,8.11387,12.8831,2,0.15,30.7743,Optimal
grubhub-10-5.tsp ,8,2,2,34.0254,9.05177,11.5322,2,0.12,31.545,Optimal
grubhub-10-6.tsp ,8,2,2,33.2654,7.9866,8.85807,2,0.26,32.3939,Optimal
grubhub-10-7.tsp ,8,2,2,31.1906,8.48737,12.7803,2,0.3,26.8976,Optimal
grubhub-10-8.tsp ,8,2,2,35.0514,7.35857,10.3776,2,0.23,32.0324,Optimal
grubhub-10-9.tsp ,8,2,2,32.2071,7.0819,10.6337,2,0.89,28.6553,Optimal
grubhub-11-0.tsp ,9,2,2,41.4093,8.4597,10.8637,2,0.14,39.0053,Optimal
grubhub-11-1.tsp ,9,2,2,38.394,7.65183,11.2179,2,0.96,34.828,Optimal
grubhub-11-2.tsp ,9,2,2,38.8804,9.63,14.1619,2,0.63,34.3485,Optimal
grubhub-11-3.tsp ,9,2,2,38.6353,8.87747,11.4801,2,0.55,36.0327,Optimal
grubhub-11-4.tsp ,9,2,2,38.1052,8.27987,10.6076,2,0.33,35.7775,Optimal
grubhub-11-5.tsp ,9,2,2,40.0071,8.84703,13.3538,2,1.36,35.5003,Optimal
grubhub-11-6.tsp ,9,2,2,37.8088,7.5218,13.6359,2,1.12,31.6947,Optimal
grubhub-11-7.tsp ,9,2,2,36.5605,7.59097,9.81333,2,0.16,34.3381,Optimal
grubhub-11-8.tsp ,9,2,2,38.1527,6.77757,9.50973,2,0.23,35.4205,Optimal
grubhub-11-9.tsp ,9,2,2,38.3731,8.6008,10.5969,2,1.15,36.377,Optimal
grubhub-12-0.tsp ,10,2,2,42.6429,6.95187,11.9385,2,1.17,37.6562,Optimal
grubhub-12-1.tsp ,10,2,2,41.14,8.86917,15.0573,2,1.73,34.9518,Optimal
grubhub-12-2.tsp ,10,2,2,40.5776,7.8123,10.1553,2,0.28,38.2346,Optimal
grubhub-12-3.tsp ,10,2,2,40.3876,7.91467,13.6804,2,2.06,34.6219,Optimal
grubhub-12-4.tsp ,10,2,2,40.57,7.638,16.3576,2,0.69,31.8504,Optimal
grubhub-12-6.tsp ,10,2,2,42.7588,7.94787,14.2723,2,1.25,36.4344,Optimal
grubhub-12-7.tsp ,10,2,2,42.8196,10.4379,12.535,2,0.61,40.7225,Optimal
grubhub-12-8.tsp ,10,2,2,41.3471,9.2399,12.4951,2,1.04,38.0919,Optimal
grubhub-12-9.tsp ,10,2,2,43.116,8.90237,13.1039,2,1.14,38.9145,Optimal
grubhub-13-0.tsp ,11,2,2,44.2926,7.71547,13.7755,2,2.58,38.2326,Optimal
grubhub-13-1.tsp ,11,2,2,46.9754,8.26327,14.9776,2,0.68,40.2611,Optimal
grubhub-13-2.tsp ,11,2,2,46.1736,8.6506,13.9288,2,2.03,40.8954,Optimal
grubhub-13-3.tsp ,11,2,2,46.2477,7.4222,15.1217,2,0.33,38.5482,Optimal
grubhub-13-4.tsp ,11,2,2,46.0672,7.98937,11.7607,2,0.46,42.2959,Optimal
grubhub-13-5.tsp ,11,2,2,47.0818,8.5095,17.4585,2,4.04,38.1328,Optimal
grubhub-13-6.tsp ,11,2,2,45.6606,9.3976,16.8084,2,1.64,38.2498,Optimal
grubhub-13-7.tsp ,11,2,2,47.4466,7.30047,11.316,2,1.32,43.4311,Optimal
grubhub-13-8.tsp ,11,2,2,46.9279,7.12617,14.651,2,0.97,39.4031,Optimal
grubhub-13-9.tsp ,11,2,2,45.273,7.1068,11.9937,2,1.08,40.3861,Optimal
grubhub-14-0.tsp ,11,3,3,45.1742,13.2083,15.3211,2,55.32,43.0614,Optimal
grubhub-14-1.tsp ,11,3,3,46.5042,12.0048,12.9229,2,2.36,45.5861,Optimal
grubhub-14-2.tsp ,11,3,3,47.8323,11.4404,19.09,2,19.08,40.1827,Optimal
grubhub-14-3.tsp ,11,3,3,47.0229,13.2941,15.4529,2,6.24,44.864,Optimal
grubhub-14-4.tsp ,11,3,3,47.1958,13.153,13.8705,2,4.46,46.4782,Optimal
grubhub-14-5.tsp ,11,3,3,46.2382,12.6882,14.3781,2,8.41,44.5483,Optimal
grubhub-14-6.tsp ,11,3,3,48.2807,12.8486,13.6237,2,6.56,47.5057,Optimal
grubhub-14-7.tsp ,11,3,3,44.1577,11.9107,14.6479,2,8.17,41.4205,Optimal
grubhub-14-8.tsp ,11,3,3,47.4276,11.9024,17.1105,2,7.46,42.2196,Optimal
grubhub-14-9.tsp ,11,3,3,46.7911,12.8016,14.2769,2,30.51,45.3158,Optimal
grubhub-15-0.tsp ,12,3,3,50.8709,14.8268,16.7486,2,50.12,48.9491,Optimal
grubhub-15-1.tsp ,12,3,3,50.3503,12.1182,13.7279,2,24.61,48.7406,Optimal
grubhub-15-2.tsp ,12,3,3,51.3155,12.2787,15.7044,2,23.03,47.8898,Optimal
grubhub-15-3.tsp ,12,3,3,50.8804,13.8336,18.3801,2,17.54,46.3339,Optimal
grubhub-15-4.tsp ,12,3,3,48.7315,12.9344,15.1984,2,4.53,46.4675,Optimal
grubhub-15-5.tsp ,12,3,3,51.7316,13.8391,16.1414,2,16.39,49.4293,Optimal
grubhub-15-6.tsp ,12,3,3,51.1255,11.2191,17.3451,2,25.31,44.9995,Optimal
grubhub-15-8.tsp ,12,3,3,51.7715,13.5818,14.0269,2,14.34,51.3264,Optimal
grubhub-15-9.tsp ,12,3,3,51.0495,13.1059,19.8475,2,27.07,44.308,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,7,3,2,30.3446,8.2107,12.6009,1,0.89,25.9544,Optimal
grubhub-10-1.tsp ,7,3,3,28.9595,12.6356,12.2989,1,0.49,29.2962,Optimal
grubhub-10-2.tsp ,7,3,3,28.4731,13.0174,10.8606,1,0.2,30.6299,Optimal
grubhub-10-3.tsp ,7,3,3,28.1159,11.0918,13.0993,1,1.28,26.1084,Optimal
grubhub-10-4.tsp ,7,3,2,31.287,8.2854,11.2301,1,0.52,28.3423,Optimal
grubhub-10-5.tsp ,7,3,3,29.5485,13.5929,14.9914,1,0.21,28.15,Optimal
grubhub-10-6.tsp ,7,3,3,29.1495,12.002,10.5202,2,0.73,30.6313,Optimal
grubhub-10-7.tsp ,7,3,3,27.4091,12.0159,14.5682,1,0.36,24.8568,Optimal
grubhub-10-8.tsp ,7,3,3,30.337,12.2455,15.7535,1,0.79,26.829,Optimal
grubhub-10-9.tsp ,7,3,3,28.4731,10.5412,11.7607,1,1.03,27.2537,Optimal
grubhub-11-0.tsp ,8,3,3,37.0768,12.7905,12.8049,2,0.48,37.0625,Optimal
grubhub-11-1.tsp ,8,3,3,33.5808,12.6826,12.1179,2,2.95,34.1455,Optimal
grubhub-11-2.tsp ,8,3,3,35.1312,13.1115,17.457,2,2.42,30.7857,Optimal
grubhub-11-3.tsp ,8,3,3,34.7227,12.5969,11.7269,2,0.34,35.5926,Optimal
grubhub-11-4.tsp ,8,3,3,33.4896,13.0229,11.8895,2,1.26,34.6231,Optimal
grubhub-11-5.tsp ,8,3,3,35.4504,13.5043,12.5043,2,1.16,36.4504,Optimal
grubhub-11-6.tsp ,8,3,3,33.2692,12.1542,14.3275,2,0.82,31.0959,Optimal
grubhub-11-7.tsp ,8,3,3,32.8417,11.0282,10.649,2,0.23,33.2209,Optimal
grubhub-11-8.tsp ,8,3,3,34.242,10.4942,10.3469,2,1.01,34.3893,Optimal
grubhub-11-9.tsp ,8,3,3,33.976,13.0257,11.5751,2,2.33,35.4266,Optimal
grubhub-12-0.tsp ,9,3,3,37.8962,11.8858,11.8879,2,1.59,37.8941,Optimal
grubhub-12-1.tsp ,9,3,3,37.0241,12.8846,16.2303,2,5.46,33.6784,Optimal
grubhub-12-2.tsp ,9,3,3,36.6916,11.493,11.4494,2,2.14,36.7352,Optimal
grubhub-12-3.tsp ,9,3,3,36.0361,12.2732,13.9211,2,5.37,34.3881,Optimal
grubhub-12-4.tsp ,9,3,3,35.9924,12.3257,17.0261,2,2.18,31.292,Optimal
grubhub-12-6.tsp ,9,3,2,38.869,7.94787,11.8327,2,1.89,34.9841,Optimal
grubhub-12-7.tsp ,9,3,3,38.7778,14.3454,13.2081,2,3.58,39.9151,Optimal
grubhub-12-8.tsp ,9,3,3,36.6137,14.1545,13.6298,2,2.34,37.1384,Optimal
grubhub-12-9.tsp ,9,3,3,38.4472,13.7229,13.9027,2,2.27,38.2674,Optimal
grubhub-13-0.tsp ,9,4,4,36.2698,15.442,14.6449,2,19.15,37.0669,Optimal
grubhub-13-1.tsp ,9,4,4,38.128,17.1905,16.123,2,3.61,39.1955,Optimal
grubhub-13-2.tsp ,9,4,4,37.9722,16.6372,13.6651,2,3.35,40.9443,Optimal
grubhub-13-3.tsp ,9,4,4,37.976,15.5112,18.2344,2,23.77,35.2528,Optimal
grubhub-13-4.tsp ,9,4,4,38.3085,15.3313,12.3203,2,2.06,41.3195,Optimal
grubhub-13-5.tsp ,9,4,3,38.1261,13.0949,14.5038,2,20.03,36.7172,Optimal
grubhub-13-6.tsp ,9,4,4,37.1096,17.8933,21.7718,2,5.84,33.2311,Optimal
grubhub-13-7.tsp ,9,4,4,39.0799,15.5278,12.0857,2,2.03,42.5219,Optimal
grubhub-13-8.tsp ,9,4,4,38.0748,16.0617,15.0313,2,3.01,39.1053,Optimal
grubhub-13-9.tsp ,9,4,4,37.102,15.0491,13.3845,2,16.56,38.7667,Optimal
grubhub-14-0.tsp ,10,4,4,41.7385,16.2333,14.9117,2,37.14,43.0601,Optimal
grubhub-14-1.tsp ,10,4,4,42.3275,16.1088,13.5761,2,2.29,44.8601,Optimal
grubhub-14-2.tsp ,10,4,4,44.0147,15.0215,19.0808,2,15.43,39.9554,Optimal
grubhub-14-3.tsp ,10,4,4,43.1388,16.972,17.4555,2,9.26,42.6553,Optimal
grubhub-14-4.tsp ,10,4,4,42.7113,17.7051,14.5973,2,22.2,45.8191,Optimal
grubhub-14-5.tsp ,10,4,4,41.6055,17.4561,14.3075,2,17.76,44.7541,Optimal
grubhub-14-6.tsp ,10,4,4,43.8323,17.3482,14.8611,2,29.12,46.3195,Optimal
grubhub-14-7.tsp ,10,4,4,40.7353,14.9163,15.2996,2,6.91,40.352,Optimal
grubhub-14-8.tsp ,10,4,4,42.8652,16.568,19.4212,2,20.5,40.012,Optimal
grubhub-14-9.tsp ,10,4,4,43.0495,16.272,15.0052,2,42.97,44.3163,Optimal
grubhub-15-0.tsp ,11,4,4,47.0077,18.4743,18.8723,2,336.06,46.6097,Optimal
grubhub-15-1.tsp ,11,4,4,45.9228,16.5874,13.3032,2,62.91,49.207,Optimal
grubhub-15-2.tsp ,11,4,4,47.0742,16.4767,14.9577,2,9.63,48.5933,Optimal
grubhub-15-3.tsp ,11,4,3,46.8215,13.8336,16.146,2,32.84,44.5091,Optimal
grubhub-15-4.tsp ,11,4,4,43.5687,18.4743,17.0077,2,32.78,45.0352,Optimal
grubhub-15-5.tsp ,11,4,4,47.724,17.6968,16.2089,2,56.81,49.212,Optimal
grubhub-15-6.tsp ,11,4,4,46.4928,15.987,16.629,2,34.38,45.8508,Optimal
grubhub-15-8.tsp ,11,4,4,47.5948,17.6858,14.1496,2,34.26,51.131,Optimal
grubhub-15-9.tsp ,11,4,4,47.5226,16.2637,20.5589,2,39.08,43.2274,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,6,4,2,25.3965,8.89407,9.53887,1,1.51,24.7517,Optimal
grubhub-10-1.tsp ,6,4,3,24.4332,13.0368,10.1706,1,1.17,27.2994,Optimal
grubhub-10-2.tsp ,6,4,3,24.7809,13.0174,10.4098,1,0.88,27.3885,Optimal
grubhub-10-3.tsp ,6,4,4,23.1165,16.3937,14.306,1,2.05,25.2042,Optimal
grubhub-10-4.tsp ,6,4,3,26.9583,12.6107,12.6745,1,0.96,26.8945,Optimal
grubhub-10-5.tsp ,6,4,4,25.6169,17.3399,15.9896,1,0.54,26.9672,Optimal
grubhub-10-6.tsp ,6,4,4,25.9095,14.742,10.6597,2,0.4,29.9918,Optimal
grubhub-10-7.tsp ,6,4,3,23.2115,11.9246,11.5828,1,1.2,23.5533,Optimal
grubhub-10-8.tsp ,6,4,3,26.5897,12.3396,13.1744,1,1.46,25.7549,Optimal
grubhub-10-9.tsp ,6,4,4,24.0076,15.0657,13.5593,1,1.63,25.5141,Optimal
grubhub-11-0.tsp ,7,4,4,32.4346,17.5723,11.4126,2,0.53,38.5943,Optimal
grubhub-11-1.tsp ,7,4,4,28.5643,18.0095,18.5809,1,2.73,27.9928,Optimal
grubhub-11-2.tsp ,7,4,3,30.4605,14.4533,16.3377,1,2.39,28.5761,Optimal
grubhub-11-3.tsp ,7,4,4,30.3731,16.9526,11.7469,2,0.52,35.5788,Optimal
grubhub-11-4.tsp ,7,4,4,29.3718,17.0411,11.9953,2,2.89,34.4177,Optimal
grubhub-11-5.tsp ,7,4,4,31.097,17.8656,13.5179,2,3.06,35.4447,Optimal
grubhub-11-6.tsp ,7,4,4,28.8664,16.5874,15.1524,2,2.61,30.3014,Optimal
grubhub-11-7.tsp ,7,4,3,29.0526,11.1305,10.0157,1,1.12,30.1674,Optimal
grubhub-11-8.tsp ,7,4,4,29.4801,15.4503,12.0183,1,0.96,32.9121,Optimal
grubhub-11-9.tsp ,7,4,4,29.4459,17.6443,12.5779,2,6.86,34.5122,Optimal
grubhub-12-0.tsp ,7,5,4,29.7119,15.8902,12.3771,1,3.66,33.225,Optimal
grubhub-12-1.tsp ,7,5,5,29.6416,19.6788,16.4251,2,5.37,32.8953,Optimal
grubhub-12-2.tsp ,7,5,5,27.5896,20.791,15.4023,1,7.82,32.9782,Optimal
grubhub-12-3.tsp ,7,5,5,28.7258,18.9622,15.3226,2,35.39,32.3654,Optimal
grubhub-12-4.tsp ,7,5,3,27.6865,12.2842,14.927,1,6.24,25.0437,Optimal
grubhub-12-6.tsp ,7,5,4,30.3009,16.4684,12.5319,1,2.98,34.2374,Optimal
grubhub-12-7.tsp ,7,5,4,30.9602,18.1644,13.5424,1,8.59,35.5822,Optimal
grubhub-12-8.tsp ,7,5,5,28.0684,22.6419,20.3979,1,9.02,30.3123,Optimal
grubhub-12-9.tsp ,7,5,5,30.3693,21.5297,14.8703,2,3.84,37.0287,Optimal
grubhub-13-0.tsp ,8,5,5,32.494,18.9622,16.9955,2,12.11,34.4607,Optimal
grubhub-13-1.tsp ,8,5,5,33.6245,21.7704,17.4723,2,0.55,37.9225,Optimal
grubhub-13-2.tsp ,8,5,4,33.5713,16.6372,11.592,2,3.77,38.6165,Optimal
grubhub-13-3.tsp ,8,5,5,33.6473,19.8365,17.9431,2,19.15,35.5407,Optimal
grubhub-13-4.tsp ,8,5,5,34.0729,19.5211,12.6638,2,3.67,40.9302,Optimal
grubhub-13-5.tsp ,8,5,5,33.2996,22.6446,18.1577,2,25.29,37.7865,Optimal
grubhub-13-6.tsp ,8,5,5,32.5301,22.5838,22.0233,2,5.66,33.0906,Optimal
grubhub-13-7.tsp ,8,5,5,34.964,19.5432,14.4915,2,3.25,40.0157,Optimal
grubhub-13-8.tsp ,8,5,5,33.9589,20.0772,14.7813,2,2.41,39.2547,Optimal
grubhub-13-9.tsp ,8,5,5,32.1064,20.3455,14.7859,2,3.44,37.666,Optimal
grubhub-14-0.tsp ,8,6,5,32.6783,22.4454,15.1539,2,10.87,39.9698,Optimal
grubhub-14-1.tsp ,8,6,6,34.8158,23.0911,15.7289,2,5.58,42.1779,Optimal
grubhub-14-2.tsp ,8,6,6,36.4897,22.0231,20.8058,2,5.69,37.707,Optimal
grubhub-14-3.tsp ,8,6,6,35.1464,24.6542,20.0422,2,3.5,39.7584,Optimal
grubhub-14-4.tsp ,8,6,5,34.3446,22.1134,15.916,2,260.15,40.542,Optimal
grubhub-14-5.tsp ,8,6,6,33.1647,25.7913,17.4432,2,34.38,41.5128,Optimal
grubhub-14-6.tsp ,8,6,6,35.3288,25.7747,17.1335,2,27.24,43.9701,Optimal
grubhub-14-7.tsp ,8,6,6,32.4522,23.0219,17.3512,2,13.84,38.1229,Optimal
grubhub-14-8.tsp ,8,6,5,35.4162,18.7934,14.9285,2,2.77,39.2811,Optimal
grubhub-14-9.tsp ,8,6,6,34.185,25.2242,16.1491,2,1.95,43.2601,Optimal
grubhub-15-0.tsp ,9,6,6,38.584,26.7846,18.4782,2,190.56,46.8904,Optimal
grubhub-15-1.tsp ,9,6,6,36.8493,25.8439,14.5881,2,194.25,48.1051,Optimal
grubhub-15-2.tsp ,9,6,6,38.3218,25.2657,19.458,2,49.17,44.1295,Optimal
grubhub-15-3.tsp ,9,6,5,38.1584,22.4925,17.0292,2,198.44,43.6217,Optimal
grubhub-15-4.tsp ,9,6,6,35.7017,25.9739,19.8935,2,143.15,41.7822,Optimal
grubhub-15-5.tsp ,9,6,6,38.9165,26.566,20.4945,2,406.99,44.988,Optimal
grubhub-15-6.tsp ,9,6,6,38.147,24.1839,15.4468,2,8.02,46.8841,Optimal
grubhub-15-8.tsp ,9,6,6,39.1749,25.9905,15.6661,2,41.76,49.4994,Optimal
grubhub-15-9.tsp ,9,6,6,39.3763,24.1701,21.6798,2,24.51,41.8666,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,9,1,1,38.584,3.66683,11.592,2,0.08,30.6588,Optimal
grubhub-10-1.tsp ,9,1,1,37.4934,4.16483,10.8851,2,0.08,30.7731,Optimal
grubhub-10-2.tsp ,9,1,1,36.8854,4.7237,9.23373,2,0.06,32.3754,Optimal
grubhub-10-3.tsp ,9,1,1,35.8195,3.83007,10.5831,2,0.12,29.0665,Optimal
grubhub-10-4.tsp ,9,1,1,39.6936,4.04863,11.7683,2,0.08,31.9739,Optimal
grubhub-10-5.tsp ,9,1,1,38.2895,4.82053,11.2731,2,0.14,31.837,Optimal
grubhub-10-6.tsp ,9,1,1,37.0146,4.50513,8.21867,2,0.12,33.3011,Optimal
grubhub-10-7.tsp ,9,1,1,35.4756,4.2257,13.0364,2,0.1,26.6649,Optimal
grubhub-10-8.tsp ,9,1,1,39.1388,3.38463,10.8928,2,0.11,31.6306,Optimal
grubhub-10-9.tsp ,9,1,1,35.8043,3.82177,10.4006,2,0.2,29.2255,Optimal
grubhub-11-0.tsp ,10,1,1,46.2966,3.321,11.7423,2,0.1,37.8753,Optimal
grubhub-11-1.tsp ,10,1,1,42.1489,4.16207,11.3973,2,0.1,34.9137,Optimal
grubhub-11-2.tsp ,10,1,1,43.5492,4.80947,11.6809,2,0.02,36.6777,Optimal
grubhub-11-3.tsp ,10,1,1,43.0837,4.37787,11.6257,2,0.3,35.8358,Optimal
grubhub-11-4.tsp ,10,1,1,41.9855,4.6075,9.8302,2,0.13,36.7628,Optimal
grubhub-11-5.tsp ,10,1,1,44.6588,4.0514,12.6224,2,0.25,36.0878,Optimal
grubhub-11-6.tsp ,10,1,1,41.7651,3.73877,13.3047,2,0.29,32.1991,Optimal
grubhub-11-7.tsp ,10,1,1,40.2527,4.1925,10.1844,2,0.2,34.2608,Optimal
grubhub-11-8.tsp ,10,1,1,41.7784,3.47593,9.75813,2,0.15,35.4962,Optimal
grubhub-11-9.tsp ,10,1,1,42.717,4.25337,10.396,2,0.12,36.5744,Optimal
grubhub-12-0.tsp ,11,1,1,46.4415,3.39847,11.9907,2,0.15,37.8493,Optimal
grubhub-12-1.tsp ,11,1,1,45.6454,4.28657,14.5207,2,0.24,35.4113,Optimal
grubhub-12-2.tsp ,11,1,1,44.5282,4.03757,10.3945,2,0.14,38.1713,Optimal
grubhub-12-3.tsp ,11,1,1,44.912,3.3044,14.1511,2,0.29,34.0653,Optimal
grubhub-12-4.tsp ,11,1,1,44.7524,3.52573,16.4097,2,0.45,31.8684,Optimal
grubhub-12-6.tsp ,11,1,1,47.3592,3.22693,14.4302,2,0.17,36.1559,Optimal
grubhub-12-7.tsp ,11,1,1,48.8678,3.60873,11.914,2,0.18,40.5625,Optimal
grubhub-12-8.tsp ,11,1,1,46.1223,4.26443,12.9873,2,0.5,37.3994,Optimal
grubhub-12-9.tsp ,11,1,1,47.7696,4.10397,12.8953,2,0.41,38.9782,Optimal
grubhub-13-0.tsp ,12,1,1,48.399,3.71387,13.0548,2,0.21,39.0581,Optimal
grubhub-13-1.tsp ,12,1,1,50.9013,4.5245,16.1169,2,0.24,39.3089,Optimal
grubhub-13-2.tsp ,12,1,1,50.4092,4.46087,14.1665,2,0.57,40.7036,Optimal
grubhub-13-3.tsp ,12,1,1,50.28,3.5285,14.5406,2,0.38,39.2679,Optimal
grubhub-13-4.tsp ,12,1,1,50.1584,4.0099,12.8693,2,0.22,41.299,Optimal
grubhub-13-5.tsp ,12,1,1,50.774,5.11103,18.9888,2,0.87,36.8962,Optimal
grubhub-13-6.tsp ,12,1,1,50.1831,4.7901,17.5751,2,0.3,37.3981,Optimal
grubhub-13-7.tsp ,12,1,1,51.3459,3.60043,10.2534,2,0.17,44.6929,Optimal
grubhub-13-8.tsp ,12,1,1,50.7132,3.59213,16.7731,2,0.8,37.5322,Optimal
grubhub-13-9.tsp ,12,1,1,49.5314,2.88387,11.1596,2,0.31,41.2557,Optimal
grubhub-14-0.tsp ,13,1,1,54.2116,4.00437,13.0809,3,1.57,45.1351,Optimal
grubhub-14-1.tsp ,13,1,1,54.9773,3.62257,12.7865,2,0.68,45.8134,Optimal
grubhub-14-2.tsp ,13,1,1,55.7525,3.86327,19.7401,2,0.34,39.8756,Optimal
grubhub-14-3.tsp ,13,1,1,56.066,4.08183,13.7923,3,0.81,46.3555,Optimal
grubhub-14-4.tsp ,13,1,1,56.3225,3.819,14.4869,2,0.32,45.6546,Optimal
grubhub-14-5.tsp ,13,1,1,55.5891,3.02773,15.0129,2,1.02,43.604,Optimal
grubhub-14-6.tsp ,13,1,1,57.0673,4.0099,13.7218,3,0.8,47.3554,Optimal
grubhub-14-7.tsp ,13,1,1,52.0152,4.4249,13.915,2,0.81,42.5251,Optimal
grubhub-14-8.tsp ,13,1,1,55.8893,3.5368,15.5664,3,0.46,43.8597,Optimal
grubhub-14-9.tsp ,13,1,1,55.7316,3.73877,13.961,2,0.37,45.5094,Optimal
grubhub-15-0.tsp ,14,1,1,60.047,5.4209,15.0681,3,1.63,50.3998,Optimal
grubhub-15-1.tsp ,14,1,1,58.3047,4.4913,14.1895,2,0.79,48.6065,Optimal
grubhub-15-2.tsp ,14,1,1,59.0153,5.0225,17.2086,2,0.81,46.8292,Optimal
grubhub-15-3.tsp ,14,1,1,59.5853,5.1138,19.5515,2,1.19,45.1476,Optimal
grubhub-15-4.tsp ,14,1,1,57.7385,3.77473,16.1874,2,0.85,45.3258,Optimal
grubhub-15-5.tsp ,14,1,1,60.8051,4.5826,20.4562,2,1.67,44.9315,Optimal
grubhub-15-6.tsp ,14,1,1,58.8044,3.9933,17.4125,2,0.66,45.3852,Optimal
grubhub-15-8.tsp ,14,1,1,60.4517,4.898,17.2285,2,1.21,48.1212,Optimal
grubhub-15-9.tsp ,14,1,1,59.8133,4.3004,20.8947,2,0.93,43.219,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-10-0.tsp ,8,2,1,34.8234,3.66683,9.545,2,0.37,28.9452,Optimal
grubhub-10-1.tsp ,8,2,2,33.2426,8.3767,11.822,2,0.41,29.7973,Optimal
grubhub-10-2.tsp ,8,2,2,33.0032,8.39883,9.752,2,0.09,31.65,Optimal
grubhub-10-3.tsp ,8,2,2,32.1121,7.25067,11.2976,2,0.96,28.0652,Optimal
grubhub-10-4.tsp ,8,2,2,35.5435,8.11387,13.2802,2,0.28,30.3772,Optimal
grubhub-10-5.tsp ,8,2,2,34.0254,9.05177,11.5322,2,0.19,31.545,Optimal
grubhub-10-6.tsp ,8,2,2,33.2654,7.9866,8.57133,2,0.17,32.6807,Optimal
grubhub-10-7.tsp ,8,2,2,31.1906,8.48737,12.7803,2,0.86,26.8976,Optimal
grubhub-10-8.tsp ,8,2,2,35.0514,7.35857,10.3761,2,0.4,32.0339,Optimal
grubhub-10-9.tsp ,8,2,2,32.2071,7.0819,10.6996,2,0.95,28.5894,Optimal
grubhub-11-0.tsp ,9,2,2,41.4093,8.4597,10.8897,2,0.18,38.9793,Optimal
grubhub-11-1.tsp ,9,2,2,38.394,7.65183,10.9909,2,1.26,35.0549,Optimal
grubhub-11-2.tsp ,9,2,2,38.8804,9.63,12.1302,2,0.21,36.3802,Optimal
grubhub-11-3.tsp ,9,2,2,38.6353,8.87747,11.6702,2,0.68,35.8426,Optimal
grubhub-11-4.tsp ,9,2,2,38.1052,8.27987,10.6091,2,0.33,35.7759,Optimal
grubhub-11-5.tsp ,9,2,2,40.0071,8.84703,13.3661,2,1.43,35.4881,Optimal
grubhub-11-6.tsp ,9,2,2,37.8088,7.5218,13.1683,2,1.37,32.1623,Optimal
grubhub-11-7.tsp ,9,2,2,36.5605,7.59097,10.0909,2,0.5,34.0606,Optimal
